sentence_id	sentence	locale	reason
58674315ebba85dfbb33691bd77e2efdd2942cbf0788d54bf42e0997573fc730	Dedeka dikwane saa w'unyanya.	en	sc-different-language
587302ce98040551052e120b95416757cbc20ab6b54b457fc15fbf399c150815	W'ilolenyi ngera w'avika hao.	en	sc-different-language
5a282057539e8d7fb06f119cd24a00d87fa75876d2ac7b0ee42be9c529f5b14a	Waenda ukaghusha mapemba ghose.	en	sc-different-language
5a6942ef5b7c925a807f30d92c75dfef850226df1869f7d4e1a0b9639d41f9a9	Mwana wa w'aka kolow'olwa.	en	sc-different-language
5a7640a66e33934467942aaad5920b33f9d588a1055b73b90932bf0267a97e27	Kughore malagho gha loli.	en	sc-different-language
5a7eb8413f46eead459264871b68034ad653e94e37425e054c7def2b6e2ac48b	Mwana wasinda ukilila dii.	en	sc-different-language
5abe2d6ce3c56f253aca77e705aecfacd8ae6abf48728015d8f21a21e8b186a1	Magho gha banduka ghikachana nyumba..	en	sc-different-language
5b7df5af5cffb039b45a59a9ea5e2b0be6e6040344d6cb35a4114fb0e81c6804	W'ikakajhoka lungongo wa soda sa kichula.	en	sc-different-language
ea6544afbf873934e2b7d82cdfe1a52df2dc1af3f00bfe929786287b559196f9	Blesmols are herbivorous, and primarily eat roots, tubers, and bulbs.	en	different-language
9c4ed35e78bcac1cd50353fe91e4e91361caaaea7b82ae19bfeec983070c6d5c	Ideally natural and conversational it should be easy to read the sentence 	en	.
b80932c512b0b8bcff4ce0d11be892f4e8cc899371a95a31a2fd7d602831a033	W'andu w'amu ni vitoi.	en	sc-different-language
b8132984cde5f4d2d3c21f8a38bc01c6c4aa60c3a911425f2664eb1c0bcf1569	Aha mzedu chughu nderibonyaa nicha..	en	sc-different-language
335db3709e0e88a3b55eb9b013fd96e5a2e2d60fbc3a1282ff1361667a1efe06	Wadekulwa mtughuta ukilogha na vishere.	en	different-language
054bef34daedd9551b89d18875caf8894e6dd24632ec7d817ba0dd61a64de7de	W'edeghora bora w'aw'ew'ongia.	en	different-language
c0ae4a4e5160c4fedd54479081fd4904e64378b3565196fc9b9137eb0664c7e5	Machi ghose ghadafuma andu kumw'eri.	en	sc-different-language
c1848f742f712435dddb809d30e35eacf8f413a8963f96926678de3634f318da	Wodecha lomba mkulupo.	en	sc-different-language
c1864885c8784e217a3d49c033b89c6cee8d96826a169491a2e0e3402fec31c4	Choo kunyo w'ughanga.	en	sc-different-language
c2090c5c6a8bcbd8b5db11100e815026308a5d94acc95ea095835cb1f15fab34	Naw'ekunda kuoghosha chwakule rapo.	en	sc-different-language
33d065664c156758a5836b7c57ef0b45684dc79b14326a1bc450dd480614d168	Maghi ghose ghedew'oa dikaghidagha.	en	sc-different-language
375ec8fc1897eddde53239684d07b098b3fbda0a7030a529ba8bfab505795546	אני רוצה כספון	en	sc-different-language
39110b90ba47a2e4dcb92d23d81b6b7adfdd8811e77e4ff40c02054708095c49	Mae woenda kurika mka mwana wa w'aw'ae.	en	sc-different-language
3912280e942cdd9b44f5b1def27f0cab32da57d7ea016eaee5adf6ce1fa09fc1	Wadizera w'aw'echa ukaghusha meso.	en	sc-different-language
39e3fb23585fec41dc6e0fee1de93882b35374796b085f08209691622b627307	Aw'a wana w'isebonyere nicha w'azamilwa.	en	sc-different-language
3a9b92e6ba3c326aa14ea018c1588a71fbd85cfece1c8c569f13676dcddd7d2d	Nakukotia ikote huw'o w'achaa kenyu .	en	sc-different-language
3a9fcb733c1f596c16d783fcdf63d794c5380a6bb8eb2147c7b5baf22fec9827	Kira nicho cha chua.	en	sc-different-language
3bd480440dc2c0f49069e1d38015816cd4390720732aca1affea9fcbd7e02d0e	Sidimaa kwenda niw'uye.	en	sc-different-language
3c0219ce72b72434adb24acbfc1738eef925910d6bb3bf54c41f738caee46cd2	W'uli ghwawo w'eghua icho.	en	sc-different-language
3d0ab84e6da8ff7e6e4eaa35b38dd35fbc6ce1007d186bf7000ecdd85244da6e	Ndoukundaa kujiw'ika andanyo sakwamba ndoune.	en	sc-different-language
45c9b1f646894c05b9769a1180303a7b1009d67d2e0f8f66ae0617b57241b4d9	Wodew'adwa ni makongo gha mbeo.	en	sc-different-language
46358b0ca74955dbb1abaed880ef2865cb2cc4d9c81364835fff2ae80e41d4af	W'echanya ifonyi.	en	sc-different-language
00d4da833045e28d6f4ac30cd2c1b0d3265229da4e17465f8d3dab50e2c45d5d	There is seven minutes left. 	en	grammar-or-spelling
00d4da833045e28d6f4ac30cd2c1b0d3265229da4e17465f8d3dab50e2c45d5d	There is seven minutes left. 	en	sc-different-language
17841018ae2ce15208d034df4d780c1f0c73ad30a1b6c34141b3ad374d50b819	Excuse me, where's my food? Did you take the first bite?	en	grammar-or-spelling
17841018ae2ce15208d034df4d780c1f0c73ad30a1b6c34141b3ad374d50b819	Excuse me, where's my food? Did you take the first bite?	en	sc-different-language
375ec8fc1897eddde53239684d07b098b3fbda0a7030a529ba8bfab505795546	אני רוצה כספון	en	grammar-or-spelling
375ec8fc1897eddde53239684d07b098b3fbda0a7030a529ba8bfab505795546	אני רוצה כספון	en	sc-different-language
485893cfe19463b85e191d9ad03ed327cf7f5c5b3ba24636b1fcb82ec4c24c96	The timer ran out. 	en	sc-different-language
4a5d08938f3fd0dbe1e347c8c3048c872b0a3b372da1e7e016886f648656b6ef	The cast had to do a table read. 	en	sc-different-language
4d1efb57513cafca9d12cb66ace198954051357e5f91c3f7a85defb83ed8f70d	She loves to watch television. 	en	sc-different-language
4ded61a33b5f1ee570edb9d58ac799da99fbfd8837ef7765632f29e82baa014a	There is eight minutes left. 	en	sc-different-language
5411416b15559496db47bf3c7c96dffcd5446de0be36b4755498128a63b65f10	Today was an excellent day for kite-flying; windy but not too windy.	en	sc-different-language
544ce34ea3bad741768d4afe875b8e15f7d8f7aca360775f6bea58e43f66ed31	He was really upset all the time. 	en	sc-different-language
58545304a3ec4233d27c271230c0132747dbbce84c3fd15366ffe77c6d1c7942	He is evil. 	en	sc-different-language
590f7ecae828bdc01031e614f09a28ed852a78632d5d2e1e36e85c9ec94466f0	They're so rich. 	en	sc-different-language
5b5a71d65b94e001f2f20331bfff06df9fbaeb4b896246d7ab55d81cd670a7eb	There's two minutes left. 	en	sc-different-language
5bb81fd217a0ef192fd1ee33e474d6689b9d4f6aa14e10ba834929924ebd7d15	The timer has fifteen more minutes on it. 	en	sc-different-language
5be4791607bb6f39835b105ea2edd68027242d57c7873860bacad779c23f5518	Wadabonya malombi kila Mori.	en	sc-different-language
5c16b3f564b11852d80e7c856a704214f5e08af36ecea3a769e6bc5f4f468423	Nitesie na machi.	en	sc-different-language
5c345614d07234ee017f5853e6cef0a734c8a07a46dba315edc2fa9703c8fb79	Kushoa Charo ni cha w'asaw'i.	en	sc-different-language
5c3dd55fb0e782df5ff765ed6f3ec2fd700f5cccfb33a0b9abf64ae6852cb9ef	Sighana malagho ghe ghoria w'andu.	en	sc-different-language
5c41244228bfed99534470e2f3b1860da101b35e4dacfbab810dab56e8e70e3f	The apple doesn’t fall far from the tree	en	sc-different-language
5c469bd4fe134b5cfa9dc4aac4ca48a88fc133e2cea4c067d61d39504ce7f3d2	Kusekunee w'asi na malagho gha w'andu.	en	sc-different-language
5c5db40ee4a73912b36074a59730dec7cc3674900749e04db2ce9e37cd80dcd9	Watimie maw'ughanga ghose lakini w'utesia ghungi ndeghuko.	en	sc-different-language
5cb51dda4be3e4d86f2735125c5a5da274b4156657c423bb941e9e20114123bd	What can i do for you?	en	sc-different-language
5cca2d64660d31c71c91e890307ffe846e6e1e0d2a40cb8d165729428470e87f	Kokoghe hao ijhi w'andu w'enekwaa vindo.	en	sc-different-language
5cf5359b45703ac121a0aee68960b9c72f597ea2c7c2a15cdd8d9e64f105ad7c	Teacher, why are you asking me for? You told me not to.	en	sc-different-language
5ddc211a56f0310c5435c22f24e988efab9faec8d96fd1d2b2b5b750f085babc	They talked on the phone every single night. 	en	sc-different-language
5dde6b8ebc92e334a25146405846474fd4f9b369fc5a261985f4a347dd17199b	Wedeenda sha mwemba na marughu ghiomie.	en	sc-different-language
5de2a48a0e8f119dc42b31bdd543d7f40726559de990ba25503db1b3b6a6bd79	Aw'a w'aghenyi w'efuma kula.	en	sc-different-language
5df68428fde54231b0b4d33951ae3e70ac479ab3a3c56e27f45327a4736ef913	Kwani kwaw'o ndew'ine vindo vejha?	en	sc-different-language
5e05ea0a07027c364b91302926a8b15a8c8d37d05f8ab03ae723088682230329	Aw'a w'andu w'aida shighadinyi ndew'iroghuaa.	en	sc-different-language
5f03d4cd1301b70dbfbd4ae7c6acf5e22c14ce27af7ec7ee637fe4620a74f0c9	Ndoufwano ni irinda putu.	en	sc-different-language
5f0b9e542e439f52acad647e248eb394561aedcbcc7d5dba96730b30071ef976	Wochuria mariw'a chainyi.	en	sc-different-language
5f30bc8aa8b76cb69cb7c117221eedc824f9474ac8745edc82c43594856e2e91	Naw'eishia chia rapo ini.	en	sc-different-language
5fc8b0106475af2576878b203262fbc3793dcfd561c0254fd7e52bd62a5d3024	Wadashiriki ikanisa jhimweri.	en	sc-different-language
5ff1fd5a5c4c80a3f3e35a13d70794cbd383148b4a71c5f73f0220cc33db2970	W'aw'a wapo waichi kudeka maduma.	en	sc-different-language
5ff29163d91f4a8d7dafaa6a9b1ca4b9188cbaf244e2e2074942da68329319d7	W'adaw'ida w'adasingilwa ni chofi.	en	sc-different-language
605bff21ac617625970c009ebc53e43b2285c6c6ad510c2e42fb6aaec9b2dfd4	Woka na malagho ghake ghiseelekia.	en	sc-different-language
609c6e1fa04ff7a115422ce4f24b2509c83185b60b30c62e54db9a2638eebc86	Maghegho ghake ghejhokana.	en	sc-different-language
60be8131acfa9700d0e3996d40f4280001e24b20aaa4a253004d066977198a76	Ughu mundu wadapoilwa kurwa kipande kivui.	en	sc-different-language
6154d568f5dce2551d5dd80d70578f42ed6ba2a134e2601f7883154e0c9776a7	Kusekejali w'aghenyi w'echa na vindo vaw'o.	en	sc-different-language
615b28f676e055dfe3b40fe8877b6c61de8552da9912c400d49c80981e7a2837	Waw'alumwa ni mbi ghose.	en	sc-different-language
618ab7ab6ed828e63fc2d2edf5786170bdd68479a6e1db7af83f0292ff4883a9	Uhu mwana woka na maghesho sa gha mundu mbaa.	en	sc-different-language
62d3d8f85647227d74af6b89385f27cbb4851de574633b03050a1090fa9a1749	Boi w'aw'o ndoujhaa.	en	sc-different-language
62e33e1a8a556f270be682996b7eebf1750f90676746975a2d781b3675e1f3df	Ndejiko jingi jimlemie Mlungu.	en	sc-different-language
6316f726b22208ef54c49bd1298a74f8a1754d18c47d7b909392ff922a0cce99	Horesha, Mlungu woko kazinyi.	en	sc-different-language
634f67340e630a9ffddb8c804b34420610fd443bd6de95ede20372959ac888cf	Sighimanyaa agho malagho.	en	sc-different-language
63521d618dd3e1fc960e25fb2f76d3b84bb4a693381f2c727b17cf2bf7537bc2	Aw'a w'ichaa Charo chipoie.	en	sc-different-language
636d2cab0a9d872439bbcc0205b715ce3af487fa1571759030d0276fff7fe2a1	He plays  sports.
	en	sc-different-language
63cc6d8985dbaa77184d46416e1f71e3040819d2df529f450f0c6f6dd96573ef	Nizere hoko idimejhi naw'echa nyumbenyi kwako.	en	sc-different-language
6418fdb90cbb084f257c674a3788e465e32aaaf026706be63b74e1c6fcd5ae36	Mzighane ngache isekedukwa pia.	en	sc-different-language
64bab9e69958bc63a8d472543c303cd41be68a5bcc4f3a8f08014c478aed9673	Moda ghwaw'aduka w'andu.	en	sc-different-language
6538e642a431faf1f42179821140701371c9d483f882424e25d5a4551439b4d0	Oghosha mikonu dijhe.	en	sc-different-language
653c822c6f96201986ead077e3d6ff7e2b84c122ab83f93222646229ff19f718	Uwo nio mwai kuko nao.	en	sc-different-language
6544af5c515700b449522c8008abc00174fdea98a7e712910ea2572c02bf37ae	She is getting her nails done soon. 	en	sc-different-language
65c0a46b7e63e554e32db1ed4c547463a913906f3566616a9e86976c9faa703f	W'eko na W'ana w'abaa na w'atini.	en	sc-different-language
65d40d45f3d5772b381a15028e674cddd9f97d9bbfe7bd5f683795726726516b	There's sixteen minutes left on the timer. 	en	sc-different-language
65eb50bcbd9f8e3c87a2efe1bf3f196de416483ce5c40e0707575de764a878b4	Wobadilisha andu ukoghe.	en	sc-different-language
6614179c033e0155283ee2e7c5a5184699408b036a0bdf8432b09f7cea7e20a3	Maghi ghadamfunya vonda mumbi ghose.	en	sc-different-language
6679450db7ad2943591491f3cd62417dde854249f77cf4674155f3fa28de462f	Wodeka mkongo ngelo nyingi kwaw'o.	en	sc-different-language
679b1d6e47252ff629f39337f1e1e7c62392163ae031f88053dbb9bfd713921c	W'aghora w'aw'eenda ifonyi nakio.	en	sc-different-language
685a696f75a8087341b6258007a5e39a3947b2ab942b1f147f4b9780ecf67cfc	He is going to college in California. 	en	sc-different-language
68828bc79752aec00317dd2964f4f4a29c37f5ac382104b9e9412de6352e4f76	W'ikenyi vilambo venyu nicha.	en	sc-different-language
6981dcc2713b4fe47f9032e31e598f7e90c2b75a9afd7f30c6bcd6612dadb00d	Vindo va ifonyi vadakusingia kama si okumoni kwafuilwa.	en	sc-different-language
6981f165f973adceb36cae89885e2d175b3dfe081cf910a7fd03ca97f208092b	Iridia jhake jheka jhekunua.	en	sc-different-language
6a5534d1d61f755a14fc4b77ec193401a04e2c1c5be4c70a8d4fbd4361429275	He is wearing a orange shirt. 	en	sc-different-language
6a6283ae968dda6a9897af924d96566cbb48f350a5a28ed7e293abfb79f7cd60	W'aw'ekoronga mwana waw'o angu useko.	en	sc-different-language
6a7c5ebdb17e5cf320ed6ffec2f67bfc32ef8bf65a800ad41eb09fd71981bac2	Ndedine bogha ringi.	en	sc-different-language
6a940d407820978204396f177176b56a40dc7b50c41968692d75b063084d0176	Wafuma madukenyi ukamaria aha kujha.	en	sc-different-language
6aa283db1c1bba814a7b72da96bd2241b49e61fe2a57835207e4af67a8b09e2f	Dashinika ijhi ighosi jhaenda shwa.	en	sc-different-language
6aa64d655917beeb3d54f8c02d055bce73773949b09e1850c8c45082fc537b70	Mchikanye vitunguo eri vibonye nicha.	en	sc-different-language
6af36a6384881f2b8a7387afbaa3a94f3c4fbb06f8fc598f013818e4d236b410	W'echanya idukenyi w'ikaghua mngulu.	en	sc-different-language
6b241b913f82b95c93a37597b05f4a0c9006ca07ba320b49f0f103692fd22364	Wodeka Wacha harusinyi ya mghenyi wake.	en	sc-different-language
6b271263d06fbacc28680240cb508aabd8e0e539936f00462bdccbbe43011abf	W'arighiti weka na malagho mengi gheshoma.	en	sc-different-language
6b53fc3542f375f3deeb7dc476a5895ab3d36817b320c0c95853635fc2d58c24	W'andu w'amu ndew'ikuenjaa andu kungi.	en	sc-different-language
6b69642c24894bd5afd6402a78122ffed4eac47dedbcab37f809665b88916f8a	Kila mundu uw'ade ghake.	en	sc-different-language
6b7480527de1ffe492ae0c1c792c5a6a7e48207d95a5b5edab64e49bfaf1e6fd	Kila mundu waw'echa kuw'isughia na kwenda.	en	sc-different-language
6b985509446b05c299977ed9ce6f932877e8c9c99a465f263efca5fcddd61bb1	Waghora w'ianeka vindo viche na mtorori.	en	sc-different-language
6ba5327299458ce33a9d21b288f6d9f6d4303d216f036360e4749f0004361672	She is looking forward to the good weather that is coming up soon. 	en	sc-different-language
6bcdb1699ef8f615c9c044867dd5dd47430116ea8aa7c569049b8d0a9d5ef542	They're such a cute couple.	en	sc-different-language
6bfd823bda6c9ee35ac89485e177543177f40d8a05528cf5de9d58f76efa41e7	W'aw'elola mka woluw'ua.	en	sc-different-language
6c0a9356608b10df770e2549e3ca11951c3ffd4ca550e77614774603ae8f6dfd	Mwana wawuya wa mbeo.	en	sc-different-language
6c0e4167f57e72fe3f5e3fce7c92e4d5c54660437a099a64d6d7a17be2668b93	Neka na chwakule mbaha.	en	sc-different-language
6d637669e42cb15624318956d34556e72a748b599c583b4da51d493b029ff071	Mae wamneka igoro jibaha.	en	sc-different-language
6d680f747b8b9685da8408a607614b2b8a3c50b0a92eedd76b335a068f746955	Bora kusezamiane na mundungi.	en	sc-different-language
6dcb1e354d130a422ced77faf63f7086779214efcf39302c67f99bfa4922d043	sdfdfsdfs	en	sc-different-language
6e04aad47e5e8e4c57075e0c00f9a9a86d8852fbc4c7768a94fef82a3f6db830	W'eka na w'uli pacha.	en	sc-different-language
6e04c1e3c187c64bc83e7e047ec0ce5b781d547fac60dbfed3fb04c576e34cdc	The rainbow has seven colors. 	en	sc-different-language
6e33caac0172a737f1c043b18f66f909d19b04b2518af80f57050fd3bf775b05	W'eko na ngache waw'o w'aw'efugha.	en	sc-different-language
6e601b69bce8ae64513275af85513cb56b6c9e39b93a345a102b3b28c4f8dac6	Wolemwa nikuuzwa maghi ghake.	en	sc-different-language
6e8c51c64eed3c373a72b073bb7a3c0d7ade52eadd3b5befdd73aa3fd1e2350c	W'adaseka kisaya.	en	sc-different-language
6ef9b6dff99ad952eb28e7d10c94a18a19e173f30fa212172fb3c15e88261dba	They are in a rock band. 	en	sc-different-language
6efb04926992cf599b63d009fdef7bf4cf093a15b07a50eb911448413b456f19	Idime nawa'dwa ni dilo ra kilambo chimu.	en	sc-different-language
6f507f7942b0da587ff05c9087a90d1381dfb0664d027be6dc513e919c31f09e	She has to wear sunglasses to protect her eyes.	en	sc-different-language
6f50be55bc7114a53915b4d7fe4f2fea8b45c3dfa19129aa179d33512a0a9587	Mseke liw'a nguw'o rake.	en	sc-different-language
6fa3a6f319bc053cac310a26d7b1143b29e362a89b6bb8609a466fd9d7d69784	I love my monkey so much	en	sc-different-language
700f50a1272ab8968fb49c1bc1ce44666192728e3ddbb8ea2c5ec4efdb789c5f	She loves her children more than anything. 	en	sc-different-language
706ec061d1b9f6e00d915962841018fb54097e98d8423f4d0b8880958e8df569	Ni w'uchilu ghwaw'emsera.	en	sc-different-language
70a5b87d4fb508c4e7964b7e0009a2950c8e59069ab9cd73091519fc737915cd	Wocha chura madumbu itana.	en	sc-different-language
70cd55c9c58fdf9313d5859c2ef19776741cf00aac750c0fed1933dc252494ba	W'arama rama sa ngache ngoo.	en	sc-different-language
71001fda3b02415af62833e333872d69a228c6974ea51371feb188d297fdb4f9	Wodeka ubwagho ni w'andu.	en	sc-different-language
71122ea4df782f2603bc81aa5f0159bcea1e85a454aa0cf300616bf2272dd442	Vua yaw'ew'inyia ndew'iw'einga.	en	sc-different-language
711e7bb6bb525dcd039e79cbdb66ac1bbba1e521d1dc716a97e8065ec18acbf3	He got a new car. 	en	sc-different-language
38f4c2f1aaa9e94f3bd03db5486def5f52fbf9d2ecbf0336d7c9ae182de1a154	My hygienist is an expert at cleaning teeth	en	.
5de41ac4af14e09359d2f5ee7cebab63b859cd1a79c6c344c38799290b2a4cf3	"हाँ, बिल्कुल। लेकिन इसके लिए तुम्हें धैर्य और साहस की आवश्यकता होगी।"	en	sc-different-language
d8988eb329a56886d21479e354c76bbc3fe911ac55705ce9a58cea755282addf	His jacket is green 	en	.
d99fe7f318592f94d9ecd9d839c2c99e43c5f6ece117a102e5b48ba0abab4cad	Ii Koshi ya mka yadichokesha putu.	en	sc-different-language
da4727759900e6293eaab14d431ddc8101ae95a4f9aebe5f00fca8a8264a0f96	You’re inebriated, you can’t drive right now	en	.
db77c2b191c1e808393c43b7d7e06168e7af081b29b4bdd3ebc4457a66352f76	Kesho w'adaenda kulima nyumba naisi.	en	sc-different-language
dbcef91049dac27c60c3824d4ef81a45419c4d69d0895fd4d2314c8899085a15	Nadamkania usesarighe na w'omi.	en	sc-different-language
dbdc5d833d2d9cc4e73e23203bc10eaf2dc1a3c9a4d0c56648eadef52ff7cc39	Mswara ghw'asingie na mariw'a ghivimbie.	en	sc-different-language
00d4da833045e28d6f4ac30cd2c1b0d3265229da4e17465f8d3dab50e2c45d5d	There is seven minutes left. 	en	sc-different-language
1b605471f16e271c52871e5c7f563be931dc68e293449a4e256979ad9c653edc	Class mates, attention please? I have to confession to make.	en	sc-different-language
eedb535d74e8f64ae7044f795cfc4847a1d72fcbb37a7238bcf84945afb17765	His venture into missions surpassed his prior fame as a salesman	en	.
46857fbdd2e1f3d530ff8b09583d244ff9ed52a3f65dd389ca06a9e3580ef9f6	W'eko w'andu.	en	different-language
488392b427107c70a34b786b2d7f98d0fb720428e7df4c4c68551d7c8a652b0e	Waw'elima nyumba naighu.	en	different-language
eb15904c8a5b61326a15c0308d9f5739406d808f5b5afbaafe6d11136628b2ae	Theory, and in some cases practical, examinations are administered.	en	offensive-language
eb15904c8a5b61326a15c0308d9f5739406d808f5b5afbaafe6d11136628b2ae	Theory, and in some cases practical, examinations are administered.	en	grammar-or-spelling
54ef739f4f08c7d0313e32186bed4a263cff9464dfad36130ed2a904a89ca222	Today is another hot sunny day in Abuja	en	.
8a002d32df43f296b60170b9323524064a970b637c1415956b2776b62250ee83	Hei hva kan jeg hjelpe deg med idag? 	en	sc-different-language
a2b8f10a3ac8eccf41f5f3a4d0f13c9a1b63cab212637f90bc7a27f57ed22760	Today is a hot sunny day in Abuja with domain	en	.
d3159bacd9295a722bebd53b2ad5dfedc4c175cd45786465e23cd88cf1a0df16	پرون چېرته وې ؟	en	sc-different-language
efa3eea27190944e9ededbf1550de0010a9917730d2a38770044c330b60b3215	Wodeghora w'andu w'iende kwake kesho.	en	sc-different-language
f07a84e15a7e098be8ed67646b4e6c6d2c809c842a7877399d26ed7ee682a39f	Mka wa w'andu mundu wake w'odua mtesia lakini wafwa.	en	sc-different-language
f09156399debe8ff771a89f9f7dd30d914ad5eb2f170bf4ce379632399e31f05	Mka wa ighosi walegha kughala.	en	sc-different-language
f1bb5cb7a7e95296ab45b2cd9a307e77e351e9732634e0fe2b5b686ee0c31c7f	Iridia jhake ni ilacha.	en	sc-different-language
f1e05cffc0f8b6dd7db7bcd210aadb6fa717a5df8e3a1d49c856cab473251498	Maghade ghekunda kujha duu.	en	sc-different-language
f273d66216b72fde681029b09021658c2bc449eed5d5fff72ff1490520f4cfa8	Mzinyi mzaw'o ni kavui kuchumba aha.	en	sc-different-language
f569b97caccb13c8cef052ad06dd61023d6df88197f6813c7aaf68dcad072d11	His mission, though initially undefined, left the greatest mark yet in the rural communities	en	.
f681c2a094b4aeeb2e5c4432eff4c1971fed5fbb17e70117b909016e652a2a96	مرحبا انا اسمي ماريا
	en	sc-different-language
f967353f743e86e11efe8edaec9c72a8f78823881262621b8ec1bcd457614eb4	Theodor The Thief thieved throughout the thrashing thunderstorm	en	.
50a3cb68f3d8c39fcd8c1d72261a98304d9a75ec11e6a959b92d87ff3915ace9	Zighana kusekecha fwaa kabla Matuku ghisevikie.	en	sc-different-language
517df71c610c888c7dab0cca5d1f9dcd98810af06ba55df6f7da1fc1393ffdcb	Itanaa malagho gheka pacha.	en	sc-different-language
51ad847c97a8b4a7b298b5209b9686b4e68d480b046455bc44e3b9b4dddadee9	Tanu nibonya w'ada.	en	sc-different-language
522b15c567a9e6b49842810f23d8fe4f30548434338d5c892685b85fcd9f8ff5	Nakwana na mapemba ghikidukwa ni machi.	en	sc-different-language
46857fbdd2e1f3d530ff8b09583d244ff9ed52a3f65dd389ca06a9e3580ef9f6	W'eko w'andu.	en	different-language
5a7eb8413f46eead459264871b68034ad653e94e37425e054c7def2b6e2ac48b	Mwana wasinda ukilila dii.	en	different-language
5cf5359b45703ac121a0aee68960b9c72f597ea2c7c2a15cdd8d9e64f105ad7c	Teacher, why are you asking me for? You told me not to.	en	grammar-or-spelling
5a282057539e8d7fb06f119cd24a00d87fa75876d2ac7b0ee42be9c529f5b14a	Waenda ukaghusha mapemba ghose.	en	different-language
634f67340e630a9ffddb8c804b34420610fd443bd6de95ede20372959ac888cf	Sighimanyaa agho malagho.	en	sc-different-language
63cc6d8985dbaa77184d46416e1f71e3040819d2df529f450f0c6f6dd96573ef	Nizere hoko idimejhi naw'echa nyumbenyi kwako.	en	sc-different-language
6418fdb90cbb084f257c674a3788e465e32aaaf026706be63b74e1c6fcd5ae36	Mzighane ngache isekedukwa pia.	en	sc-different-language
64bab9e69958bc63a8d472543c303cd41be68a5bcc4f3a8f08014c478aed9673	Moda ghwaw'aduka w'andu.	en	sc-different-language
653c822c6f96201986ead077e3d6ff7e2b84c122ab83f93222646229ff19f718	Uwo nio mwai kuko nao.	en	sc-different-language
65c0a46b7e63e554e32db1ed4c547463a913906f3566616a9e86976c9faa703f	W'eko na W'ana w'abaa na w'atini.	en	sc-different-language
65c2d6f67ece3e565fc3b5f4ddf2f33bba3541ea640515b4fdf4e0f30a0b6cdf	آينه د چا عيب نه پټوي 	en	sc-different-language
6614179c033e0155283ee2e7c5a5184699408b036a0bdf8432b09f7cea7e20a3	Maghi ghadamfunya vonda mumbi ghose.	en	sc-different-language
6679450db7ad2943591491f3cd62417dde854249f77cf4674155f3fa28de462f	Wodeka mkongo ngelo nyingi kwaw'o.	en	sc-different-language
679b1d6e47252ff629f39337f1e1e7c62392163ae031f88053dbb9bfd713921c	W'aghora w'aw'eenda ifonyi nakio.	en	sc-different-language
68828bc79752aec00317dd2964f4f4a29c37f5ac382104b9e9412de6352e4f76	W'ikenyi vilambo venyu nicha.	en	sc-different-language
6981dcc2713b4fe47f9032e31e598f7e90c2b75a9afd7f30c6bcd6612dadb00d	Vindo va ifonyi vadakusingia kama si okumoni kwafuilwa.	en	sc-different-language
6981f165f973adceb36cae89885e2d175b3dfe081cf910a7fd03ca97f208092b	Iridia jhake jheka jhekunua.	en	sc-different-language
6a6283ae968dda6a9897af924d96566cbb48f350a5a28ed7e293abfb79f7cd60	W'aw'ekoronga mwana waw'o angu useko.	en	sc-different-language
24b62c5a6056a061d19786f95c7fefa4a4e55ef18c5c03da254598543d35687e	Ameena Shams Amara Shams Alissa Shams Attiya Shams Shuaib Shams	en	sc-different-language
eb8ddd0723e079158e596c1a92742e4f2b2a626d0f3b07a829521c61fa5b0674	One day when Whitthorne was young James K. Polk stayed at his family's home.	en	grammar-or-spelling
6e601b69bce8ae64513275af85513cb56b6c9e39b93a345a102b3b28c4f8dac6	Wolemwa nikuuzwa maghi ghake.	en	sc-different-language
6e8c51c64eed3c373a72b073bb7a3c0d7ade52eadd3b5befdd73aa3fd1e2350c	W'adaseka kisaya.	en	sc-different-language
6efb04926992cf599b63d009fdef7bf4cf093a15b07a50eb911448413b456f19	Idime nawa'dwa ni dilo ra kilambo chimu.	en	sc-different-language
6f50be55bc7114a53915b4d7fe4f2fea8b45c3dfa19129aa179d33512a0a9587	Mseke liw'a nguw'o rake.	en	sc-different-language
706ec061d1b9f6e00d915962841018fb54097e98d8423f4d0b8880958e8df569	Ni w'uchilu ghwaw'emsera.	en	sc-different-language
70a5b87d4fb508c4e7964b7e0009a2950c8e59069ab9cd73091519fc737915cd	Wocha chura madumbu itana.	en	sc-different-language
70cd55c9c58fdf9313d5859c2ef19776741cf00aac750c0fed1933dc252494ba	W'arama rama sa ngache ngoo.	en	sc-different-language
71001fda3b02415af62833e333872d69a228c6974ea51371feb188d297fdb4f9	Wodeka ubwagho ni w'andu.	en	sc-different-language
3b2298176b4d0ccf7f0144eea53cfdacab694912268936027e7a07ae65e62f92	Eu gostaria de comer mamão 	en	sc-different-language
6e04aad47e5e8e4c57075e0c00f9a9a86d8852fbc4c7768a94fef82a3f6db830	W'eka na w'uli pacha.	en	sc-different-language
6e33caac0172a737f1c043b18f66f909d19b04b2518af80f57050fd3bf775b05	W'eko na ngache waw'o w'aw'efugha.	en	sc-different-language
6e601b69bce8ae64513275af85513cb56b6c9e39b93a345a102b3b28c4f8dac6	Wolemwa nikuuzwa maghi ghake.	en	sc-different-language
6e8c51c64eed3c373a72b073bb7a3c0d7ade52eadd3b5befdd73aa3fd1e2350c	W'adaseka kisaya.	en	sc-different-language
